t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
581583.67,-240000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2000000:2000000
581584.69,-271000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581585.72,-228000,4065000,380,Discharging,1600000:1600000:1600000:1600000:1600000:1600000:725000:725000
581586.74,-525000,4065000,380,Discharging,1050000:1050000:1050000:1050000:1050000:1050000:2200000:2200000
581587.77,-655000,4065000,380,Discharging,750000:750000:750000:750000:750000:750000:725000:725000
581588.80,-563000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581589.84,-549000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581590.87,-557000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581591.90,-519000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581592.94,-543000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581593.98,-523000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581595.01,-559000,4065000,380,Discharging,1150000:1150000:2000000:2000000:2000000:2000000:2200000:2200000
581596.04,-643000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581597.08,-681000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581598.11,-614000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581599.15,-636000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581600.18,-602000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581601.22,-613000,4065000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581602.25,-606000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581603.29,-609000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581604.31,-581000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581605.35,-571000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581606.38,-562000,4057000,380,Discharging,800000:1700000:1700000:1700000:1700000:1700000:2200000:2200000
581607.41,-565000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581608.44,-557000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581609.48,-591000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581610.51,-543000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581611.55,-584000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581612.58,-542000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581613.61,-541000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581614.65,-542000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581615.67,-580000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581616.71,-535000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581617.74,-541000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581618.78,-534000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581619.81,-570000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581620.84,-538000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581621.87,-567000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581622.91,-533000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581623.94,-539000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581624.98,-538000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581626.01,-568000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581627.05,-535000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581628.08,-538000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581629.12,-534000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581630.15,-538000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581631.19,-541000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581632.22,-538000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581633.26,-537000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581634.31,-564000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581635.34,-534000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581636.38,-534000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581637.41,-528000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581638.45,-536000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581639.47,-445000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581640.51,-234000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581641.54,-235000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581642.58,-242000,4092000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581643.61,-238000,4092000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581644.64,-489000,4092000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581645.67,-609000,4092000,380,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
581646.70,-470000,4092000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581647.74,-483000,4092000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581648.77,-485000,4092000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581649.80,-468000,4092000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581650.84,-474000,4092000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581651.87,-463000,4092000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581652.91,-459000,4092000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581653.94,-506000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581654.98,-561000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581656.01,-594000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581657.05,-547000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581658.08,-550000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581659.12,-566000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581660.14,-548000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581661.18,-545000,4057000,380,Discharging,800000:800000:800000:1250000:1250000:1250000:2200000:2200000
581662.21,-583000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581663.24,-535000,4057000,380,Discharging,1900000:1900000:1900000:1900000:2000000:2000000:2200000:2200000
581664.27,-577000,4057000,380,Discharging,1900000:1900000:1900000:1900000:1900000:1900000:2200000:2200000
581665.29,-545000,4057000,380,Discharging,800000:800000:800000:800000:800000:800000:2200000:2200000
581666.32,-546000,4057000,380,Discharging,900000:750000:750000:750000:750000:750000:2200000:2200000
581667.35,-556000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581668.39,-572000,4062000,380,Discharging,1400000:1400000:1400000:1400000:1400000:1400000:2200000:2200000
581669.42,-548000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581670.44,-577000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581671.47,-543000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581672.51,-541000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581673.54,-547000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581674.58,-582000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581675.61,-539000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581676.65,-604000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581677.69,-540000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581678.72,-572000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581679.76,-549000,4062000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581680.79,-590000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581681.82,-549000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581682.86,-548000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581683.89,-546000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581684.93,-569000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581685.97,-535000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581687.00,-570000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581688.04,-545000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581689.07,-578000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581690.11,-538000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581691.14,-565000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581692.18,-538000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581693.21,-575000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581694.25,-536000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581695.29,-570000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581696.32,-540000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581697.36,-570000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581698.40,-536000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581699.43,-274000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581700.46,-237000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581701.50,-241000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581702.54,-262000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581703.57,-267000,4057000,380,Discharging,650000:650000:650000:650000:650000:750000:725000:725000
581704.60,-377000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581705.62,-631000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581706.65,-470000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581707.69,-480000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581708.73,-477000,4067000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581709.76,-467000,4067000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581710.80,-461000,4067000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581711.83,-498000,4067000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581712.87,-452000,4067000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581713.90,-461000,4067000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581714.94,-557000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581715.97,-583000,4057000,380,Discharging,1250000:1250000:1250000:1250000:1250000:1250000:2200000:2200000
581717.00,-551000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581718.03,-588000,4057000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
