t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
581766.83,-271000,4052000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581767.85,-242000,4052000,380,Discharging,500000:500000:500000:500000:500000:500000:1100000:1100000
581768.88,-237000,4052000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581769.90,-538000,4052000,380,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
581770.92,-659000,4052000,380,Discharging,900000:900000:900000:900000:900000:900000:725000:725000
581771.96,-573000,4052000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581773.00,-549000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581774.03,-519000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581775.07,-509000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581776.10,-509000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581777.14,-666000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581778.17,-643000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581779.20,-606000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581780.23,-598000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581781.26,-233000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581782.29,-238000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581783.32,-274000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581784.35,-229000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581785.39,-236000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581786.42,-507000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581787.44,-599000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581788.48,-448000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581789.51,-587000,4072000,380,Discharging,950000:950000:950000:950000:950000:950000:2200000:2200000
581790.54,-543000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581791.57,-559000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581792.61,-527000,4072000,380,Discharging,1700000:1700000:1700000:1700000:1700000:1700000:2200000:2200000
581793.64,-687000,4072000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581794.67,-672000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581795.71,-692000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581796.74,-571000,4037000,380,Discharging,750000:750000:750000:750000:750000:750000:725000:725000
581797.76,-271000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581798.79,-246000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581799.83,-263000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581800.86,-238000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581801.90,-278000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581802.94,-517000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581803.96,-668000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581804.99,-508000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581806.03,-591000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581807.06,-554000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581808.09,-588000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581809.13,-681000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581810.16,-706000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581811.18,-669000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581812.22,-647000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
581813.25,-383000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581814.28,-267000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581815.32,-235000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581816.36,-238000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
581817.40,-237000,4037000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
