run_id,rep,window_start_s,window_end_s,duration,load_idle_s,prefill_s,decode_s,load_idle_s_int,prefill_s_int,decode_s_int,j_load_idle,j_prefill,j_decode,j_per_tok_decode,prompt_tokens,gen_tokens,w_decode,n_load_idle,n_prefill,n_decode,cadence_median_s,cadence_max_s,warnings
LFM2.5-2.6B-Q4_K_M_none_REP,1,580922.39,581034.05,111.480,6.393,14.745,90.523,7.180,14.430,89.870,15.749,39.096,230.657,0.901,73,256,2.581,7,14,88,1.030,1.040,manifest campaign_gen_tps_r1 (3.6) differs from this run's speed line (2.8) - wrong manifest/campaign pairing?
LFM2.5-2.6B-Q4_K_M_none_REP,2,581034.05,581154.39,118.990,9.692,16.532,94.116,9.280,16.560,93.150,14.882,36.870,220.595,0.862,73,256,2.373,9,16,91,1.030,1.040,manifest campaign_gen_tps_r2 (3.6) differs from this run's speed line (2.7) - wrong manifest/campaign pairing?
LFM2.5-2.6B-Q4_K_M_none_REP,3,581154.39,581275.63,119.880,9.686,16.198,95.356,9.280,16.560,94.040,14.546,38.220,221.462,0.865,73,256,2.361,9,16,92,1.030,1.040,manifest campaign_gen_tps_r3 (3.6) differs from this run's speed line (2.7) - wrong manifest/campaign pairing?
