run_id,rep,window_start_s,window_end_s,duration,load_idle_s,prefill_s,decode_s,load_idle_s_int,prefill_s_int,decode_s_int,j_load_idle,j_prefill,j_decode,j_per_tok_decode,prompt_tokens,gen_tokens,w_decode,n_load_idle,n_prefill,n_decode,cadence_median_s,cadence_max_s,warnings
LFM2.5-1.2B-Instruct-Q4_K_M_none_REP,1,581583.67,581638.80,54.780,4.620,6.777,43.732,5.130,7.240,42.410,9.355,16.365,96.780,0.378,72,256,2.290,5,7,42,1.030,1.050,manifest campaign_gen_tps_r1 (8.4) differs from this run's speed line (5.9) - wrong manifest/campaign pairing?
LFM2.5-1.2B-Instruct-Q4_K_M_none_REP,2,581638.80,581698.79,58.930,7.687,7.541,44.762,7.230,8.280,43.420,10.613,16.492,98.214,0.384,72,256,2.263,7,8,43,1.030,1.050,manifest campaign_gen_tps_r2 (8.4) differs from this run's speed line (5.7) - wrong manifest/campaign pairing?
LFM2.5-1.2B-Instruct-Q4_K_M_none_REP,3,581698.79,581759.08,58.950,7.710,7.667,44.913,7.220,8.290,43.440,10.379,16.228,96.848,0.378,72,256,2.230,7,8,43,1.030,1.050,manifest campaign_gen_tps_r3 (8.4) differs from this run's speed line (5.7) - wrong manifest/campaign pairing?
