t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
580922.39,-311000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580923.41,-263000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:1100000:1100000
580924.44,-232000,4107000,370,Discharging,700000:700000:700000:700000:700000:700000:800000:800000
580925.46,-495000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580926.48,-486000,4107000,370,Discharging,1600000:1600000:1600000:1600000:1600000:1600000:2200000:2200000
580927.50,-841000,4107000,370,Discharging,650000:650000:650000:650000:650000:650000:2200000:2200000
580928.54,-771000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580929.57,-645000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580930.60,-622000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580931.63,-642000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580932.67,-625000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580933.70,-623000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580934.74,-624000,4115000,370,Discharging,2000000:2000000:650000:650000:650000:650000:2200000:2200000
580935.76,-637000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580936.79,-622000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580937.82,-662000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580938.85,-627000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580939.88,-667000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580940.91,-630000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580941.94,-661000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580942.97,-670000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580944.00,-919000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580945.03,-900000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580946.06,-901000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580947.09,-889000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580948.12,-934000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580949.14,-894000,4100000,370,Discharging,500000:750000:750000:750000:750000:750000:2200000:2200000
580950.17,-893000,4100000,370,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
580951.20,-906000,4100000,370,Discharging,1450000:1450000:1450000:1450000:1450000:1450000:2200000:2200000
580952.22,-901000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580953.25,-905000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580954.28,-909000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580955.31,-905000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580956.34,-927000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580957.37,-900000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580958.40,-892000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580959.43,-837000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580960.46,-830000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580961.49,-805000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580962.52,-762000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580963.56,-747000,4065000,370,Discharging,850000:850000:850000:2000000:2000000:2000000:2200000:2200000
580964.59,-715000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580965.62,-750000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580966.65,-684000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580967.68,-696000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580968.72,-658000,4065000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580969.75,-650000,4087000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580970.78,-616000,4087000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580971.81,-585000,4087000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580972.85,-581000,4090000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580973.88,-583000,4090000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580974.92,-567000,4090000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580975.95,-548000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580976.99,-552000,4100000,370,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
580978.02,-570000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580979.05,-537000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580980.08,-531000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580981.12,-530000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580982.15,-512000,4100000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580983.18,-519000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
