run_id,rep,window_start_s,window_end_s,duration,load_idle_s,prefill_s,decode_s,load_idle_s_int,prefill_s_int,decode_s_int,j_load_idle,j_prefill,j_decode,j_per_tok_decode,prompt_tokens,gen_tokens,w_decode,n_load_idle,n_prefill,n_decode,cadence_median_s,cadence_max_s,warnings
LFM2.5-2.6B-Q4_K_M_none_PURE,1,107700.54,107754.76,53.700,5.515,7.642,41.064,6.300,7.350,40.050,0.000,0.000,0.000,0.000,52,204,,7,8,46,1.030,1.050,manifest campaign_gen_tps_r1 (3.9) differs from this run's speed line (5) - wrong manifest/campaign pairing?; implied decode power 0.00 W (j_decode / decode_s) outside the 0.1-20 W sanity band - stamped timing or energy window needs review
LFM2.5-2.6B-Q4_K_M_none_PURE,2,107754.76,107817.10,61.330,8.729,8.334,45.277,8.430,8.450,44.450,0.000,0.000,0.000,0.000,52,204,,9,9,52,1.030,1.050,manifest campaign_gen_tps_r2 (3.9) differs from this run's speed line (4.5) - wrong manifest/campaign pairing?; implied decode power 0.00 W (j_decode / decode_s) outside the 0.1-20 W sanity band - stamped timing or energy window needs review
LFM2.5-2.6B-Q4_K_M_none_PURE,3,107817.10,107881.03,62.620,8.747,8.444,46.739,8.440,8.450,45.730,0.000,0.000,0.000,0.000,52,204,,9,9,48,1.030,1.050,manifest campaign_gen_tps_r3 (3.9) differs from this run's speed line (4.4) - wrong manifest/campaign pairing?; implied decode power 0.00 W (j_decode / decode_s) outside the 0.1-20 W sanity band - stamped timing or energy window needs review
