t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
580684.14,-250000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2000000:2000000
580685.17,-261000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580686.19,-233000,4125000,370,Discharging,1450000:1450000:1450000:1450000:1450000:1450000:1900000:1900000
580687.22,-512000,4125000,370,Discharging,650000:650000:500000:500000:500000:500000:2200000:2200000
580688.24,-663000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580689.28,-633000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580690.31,-552000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580691.35,-552000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580692.39,-548000,4125000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580693.42,-565000,4125000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580694.46,-538000,4125000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580695.49,-675000,4125000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580696.53,-681000,4125000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580697.56,-665000,4125000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580698.59,-655000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580699.63,-669000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580700.66,-647000,4125000,370,Discharging,1500000:1500000:1500000:1500000:1500000:1500000:2200000:2200000
580701.69,-654000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580702.72,-618000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580703.76,-607000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580704.78,-603000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580705.81,-633000,4110000,370,Discharging,1400000:1400000:1400000:1400000:1400000:1400000:2200000:2200000
580706.84,-577000,4110000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580707.87,-623000,4110000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580708.91,-576000,4110000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580709.94,-615000,4110000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580710.98,-565000,4110000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580712.01,-589000,4110000,370,Discharging,1200000:1200000:1200000:1200000:1200000:1200000:2200000:2200000
580713.04,-545000,4110000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580714.08,-581000,4110000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580715.12,-559000,4110000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580716.15,-552000,4110000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580717.19,-541000,4122000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580718.22,-574000,4122000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580719.25,-535000,4122000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580720.29,-568000,4122000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580721.33,-529000,4122000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580722.36,-561000,4122000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
