t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
580860.73,-274000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580861.75,-225000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:1200000:1200000
580862.78,-263000,4115000,370,Discharging,750000:750000:750000:750000:750000:750000:725000:725000
580863.80,-533000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580864.82,-695000,4115000,370,Discharging,850000:850000:850000:850000:850000:850000:2200000:2200000
580865.85,-613000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580866.88,-632000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580867.91,-586000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580868.95,-613000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580869.98,-669000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580871.02,-782000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580872.05,-729000,4115000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580873.08,-738000,4115000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580874.11,-228000,4115000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580875.14,-268000,4115000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580876.17,-230000,4115000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580877.21,-264000,4115000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580878.24,-252000,4115000,380,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580879.27,-550000,4115000,380,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580880.30,-709000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580881.33,-591000,4125000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580882.36,-627000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580883.40,-626000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580884.44,-631000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580885.47,-841000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580886.50,-796000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580887.53,-806000,4107000,370,Discharging,750000:750000:750000:750000:750000:750000:2200000:2200000
580888.56,-602000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580889.60,-233000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580890.63,-231000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580891.66,-271000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580892.69,-231000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580893.73,-235000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580894.75,-506000,4107000,370,Discharging,1350000:1350000:1350000:1350000:1350000:1350000:2200000:2200000
580895.78,-578000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580896.81,-614000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580897.84,-616000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580898.88,-624000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580899.91,-623000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580900.94,-874000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580901.98,-859000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580903.01,-805000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580904.05,-724000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580905.08,-236000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580906.12,-235000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
580907.16,-248000,4107000,370,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
580908.18,-239000,4107000,370,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
