t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
580388.76,-231000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:1500000:1500000
580389.78,-263000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:800000:800000
580390.81,-230000,4145000,370,Discharging,650000:650000:650000:650000:650000:750000:2200000:2200000
580391.84,-597000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580392.86,-542000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580393.89,-585000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580394.92,-706000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580395.95,-647000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580396.98,-615000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580398.01,-648000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580399.04,-612000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580400.07,-617000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580401.11,-613000,4145000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580402.14,-652000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580403.17,-605000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580404.21,-602000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580405.24,-621000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580406.27,-745000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580407.30,-736000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580408.33,-746000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580409.37,-721000,4137000,370,Discharging,2000000:2000000:2000000:2000000:2000000:500000:2200000:2200000
580410.40,-710000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580411.43,-708000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580412.47,-708000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580413.50,-684000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580414.53,-688000,4137000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580415.57,-674000,4130000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580416.60,-648000,4130000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580417.64,-642000,4130000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
580418.67,-635000,4130000,370,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
