t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
579655.12,-220000,4162000,310,Discharging,500000:500000:500000:500000:500000:500000:1600000:1600000
579656.15,-224000,4162000,310,Discharging,500000:500000:500000:500000:500000:500000:900000:900000
579657.17,-217000,4162000,310,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
579658.20,-452000,4162000,310,Discharging,1800000:1800000:1800000:1800000:1800000:1800000:2200000:2200000
579659.22,-493000,4162000,310,Discharging,700000:700000:700000:700000:700000:700000:2200000:2200000
579660.24,-599000,4162000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579661.27,-727000,4202000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579662.31,-582000,4202000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579663.34,-592000,4187000,310,Discharging,1200000:1200000:1200000:1200000:500000:500000:2200000:2200000
579664.37,-640000,4187000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579665.40,-591000,4187000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579666.44,-634000,4187000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579667.47,-589000,4187000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579668.50,-624000,4187000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579669.53,-591000,4187000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579670.56,-584000,4187000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579671.59,-640000,4197000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579672.63,-877000,4197000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579673.65,-853000,4197000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579674.68,-885000,4167000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579675.71,-860000,4167000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
579676.74,-854000,4167000,310,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
