t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
599138.62,-369000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599139.64,-236000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:800000:800000
599140.68,-235000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:725000:725000
599141.71,-245000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599142.72,-453000,4007000,230,Discharging,1800000:1800000:1800000:1800000:1800000:1800000:2200000:2200000
599143.74,-487000,4007000,230,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
599144.77,-582000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599145.80,-549000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599146.84,-524000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599147.87,-630000,4007000,230,Discharging,650000:650000:650000:650000:650000:650000:2200000:2200000
599148.91,-481000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599149.95,-383000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599152.41,-12000,4007000,240,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
599154.68,-9000,4007000,240,Discharging,1150000:1150000:1150000:1150000:1150000:1150000:2200000:2200000
599156.94,-60000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599160.00,-81000,4007000,230,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
599162.67,-83000,4007000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599164.67,-385000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599167.97,-77000,4007000,230,Discharging,700000:700000:700000:700000:700000:700000:2200000:2200000
599170.42,-67000,4007000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599173.49,-71000,4007000,240,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
599175.96,-51000,4007000,240,Discharging,650000:650000:650000:650000:650000:650000:2200000:2200000
599176.99,-621000,4007000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599178.02,-637000,4007000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599179.06,-627000,4007000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599180.09,-627000,4007000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599181.13,-638000,3925000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599182.17,-634000,3925000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599183.20,-636000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599184.24,-627000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599185.28,-622000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599186.31,-630000,3912000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599187.35,-631000,3912000,230,Discharging,650000:650000:650000:650000:650000:650000:2200000:2200000
599188.39,-605000,3912000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599189.43,-629000,3912000,230,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599190.61,-525000,3912000,230,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
599191.64,-616000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599192.67,-609000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599193.71,-633000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599194.74,-626000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599195.78,-624000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599196.82,-555000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599197.86,-631000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599198.89,-616000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599199.93,-637000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599200.97,-635000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599202.00,-602000,3912000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599203.04,-590000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599204.07,-595000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599205.11,-634000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599207.41,-10000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599208.45,-618000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599209.48,-599000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599210.52,-620000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599211.55,-619000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599212.59,-613000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599213.64,-608000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599214.79,-603000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599215.82,-624000,3915000,240,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
