t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
599572.94,-228000,3962000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
599573.96,-231000,3962000,260,Discharging,500000:500000:500000:500000:500000:500000:900000:900000
599574.99,-206000,3962000,260,Discharging,850000:850000:850000:850000:850000:850000:725000:725000
599576.01,-410000,3962000,260,Discharging,1000000:1000000:1000000:1000000:1000000:1000000:2200000:2200000
599577.03,-435000,3962000,260,Discharging,750000:750000:750000:750000:750000:750000:2200000:2200000
599578.05,-560000,3925000,260,Discharging,650000:650000:650000:650000:650000:650000:2200000:2200000
599579.09,-687000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599580.12,-505000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599581.15,-540000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599582.18,-627000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599583.22,-624000,3925000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
599584.26,-402000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599585.29,-381000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599588.64,-10000,3925000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
599591.11,-43000,3925000,260,Discharging,700000:700000:700000:700000:700000:700000:2200000:2200000
599593.56,-96000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599596.83,-12000,3925000,260,Discharging,500000:1600000:1600000:1600000:1600000:2000000:2200000:2200000
599599.48,-9000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599602.56,-10000,3925000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
599605.22,-175000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599607.37,-117000,3925000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:2200000:2200000
599608.43,-478000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599609.47,-620000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599610.50,-636000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599611.62,-467000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599612.65,-647000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599613.69,-647000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599614.73,-639000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599615.77,-641000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599616.80,-639000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599617.84,-619000,3925000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599618.88,-611000,3900000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599619.91,-655000,3900000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599620.95,-643000,3900000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599621.98,-649000,3900000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599623.02,-640000,3900000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599624.06,-648000,3887000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599625.09,-623000,3887000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599626.12,-617000,3887000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599627.16,-649000,3887000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599628.20,-645000,3887000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599629.24,-649000,3887000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599630.27,-640000,3887000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599631.31,-640000,3887000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599632.35,-649000,3887000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599633.39,-641000,3887000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599634.42,-637000,3887000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599635.46,-653000,3882000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599636.56,-638000,3882000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599637.60,-645000,3882000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599639.42,-627000,3882000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599640.46,-640000,3882000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599641.50,-649000,3882000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599642.54,-649000,3882000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599643.58,-626000,3882000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599644.62,-637000,3882000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599645.66,-638000,3882000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599646.69,-635000,3882000,260,Discharging,500000:500000:500000:500000:500000:500000:2200000:2200000
599647.73,-646000,3882000,260,Discharging,2000000:500000:500000:500000:500000:500000:2200000:2200000
