run_id,rep,window_start_s,window_end_s,duration,load_idle_s,prefill_s,decode_s,load_idle_s_int,prefill_s_int,decode_s_int,j_load_idle,j_prefill,j_decode,j_per_tok_decode,prompt_tokens,gen_tokens,w_decode,n_load_idle,n_prefill,n_decode,cadence_median_s,cadence_max_s,warnings
LFM2.5-2.6B-Q4_K_M_primary_t2_p4_a55_t2,1,600102.54,601134.99,1031.040,621.424,58.025,353.000,623.610,56.710,350.720,156.314,16.613,88.253,0.345,66,256,0.271,251,23,137,2.530,4.100,sampler cadence max 4.100 s exceeds 2 s (edge uncertainty up to one interval)
LFM2.5-2.6B-Q4_K_M_primary_t2_p4_a55_t2,2,601134.99,602195.55,1058.930,648.425,58.527,353.608,648.030,57.810,353.090,152.732,8.756,72.644,0.284,66,256,0.232,250,24,140,2.530,4.100,sampler cadence max 4.100 s exceeds 2 s (edge uncertainty up to one interval)
LFM2.5-2.6B-Q4_K_M_primary_t2_p4_a55_t2,3,602195.55,603256.64,1058.070,650.596,58.048,352.446,651.580,57.300,349.190,130.569,11.571,85.210,0.333,66,256,0.272,250,23,140,2.530,4.100,sampler cadence max 4.100 s exceeds 2 s (edge uncertainty up to one interval)
