timestamp,project_name,run_id,duration,cpu_power,cpu_energy,emissions,os,cpu_count,cpu_model
2026-09-15T22:25:03.350Z,kalsa,LFM2.5-2.6B-Q4_K_M_none_PURE,261.16,2.13,0.00013904493022756024,,Android,,
