timestamp,project_name,run_id,duration,cpu_power,cpu_energy,emissions,os,cpu_count,cpu_model
2026-09-15T22:02:15.189Z,kalsa,LFM2.5-1.2B-Instruct-Q4_K_M_none_COPY,80.95,1.93,0.000043688958733380485,,Android,,
